co_seq_unidade_saude,co_seq_distrito,co_seq_tp_logradouro,co_seq_municipio,no_unidade_saude,co_ref_unidade,nu_cnes,no_logradouro,nu_logradouro,cmp_nr_logradouro,no_bairro,nu_cep,nu_telefone,nu_fax,ds_email,dt_hr_ultima_alteracao,aut_ultima_alteracao,dt_hr_registro,aut_registro,nu_telefone_auxiliar
192,,113,570,UND.M.DR.ANT. HADAD,00442-01,7325584,PRESIDENTE KENNEDY,370,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
193,,113,571,CENTRO S.PEDRO VIANA,00557-01,2656329,FABRICIO FERRAZ ,77,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
198,,113,575,U.MISTA ENEI TAVARES,00620-01,2457253,COMERCIO ,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
201,,113,578,HOSP-MUN-CRISTINO,00128-01,6408427,OSEIAS DA MOTA CUTRIM,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
183,,113,562,C.S. A.R.DE SOUSA,00366-01,6643981,SEVERO ANTONIO GARRETO,S/N,,ACUDE,     ,(  ),(  ),,20210523090520,yago,20170908095401,Implantação,(  )
202,,113,579,U.B.S VILA SAO PEDRO,00510-01,2530996,COLEGIO ,S/N,,PAU DEITADO,     ,(  ),(  ),,20210608085444,thalyta,20170908095401,Implantação,(  )
158,,113,548,U.B.S. DO BAIRRO,00725-01,3595048,ANTONIA COELHO,S/N,,CENTRO,     ,(  ),(  ),,20210810073647,yago,20170908095401,Implantação,(  )
162,,113,548,U.B.S. VILA DA PAZ,00728-01,,VILA DA PAZ,S/N,,ZONA RURAL,     ,(  ),(  ),,20210810074756,yago,20170908095401,Implantação,(  )
152,,113,548,U.B.S. VILA ROQUE,00711-01,6237827,NUNES FREIRE,S/N,,CENTRO,     ,(  ),(  ),,20210810074831,yago,20170908095401,Implantação,(  )
155,,113,548,U.B.S. SANTA TEREZA,00713-01,2531569,POV. SANTA TEREZA,S/N,,ZONA RURAL,65715000,(  ),(  ),,20210810075123,yago,20170908095401,Implantação,(  )
153,,113,548,U.B.S. MACAUBA,00720-01,6237835,CORONEL PEDRO BOGEA,S/N,,CENTRO,65715000,(  ),(  ),,20210810075212,yago,20170908095401,Implantação,(  )
186,,113,565,C.S. JOSE ARAUJO,00586-01,2464748,AV. FRANCISCO SAMPAIO ,S/N,,CENTRO,65468000,(  ),(  ),,20211209075324,yago,20170908095401,Implantação,(  )
179,,113,559,U.B.S. AMELIA LOPES,00664-01,6533671,FERNAO DIAS,S/N,,CENTRO,     ,(  ),(  ),,20241001153243,thalyta,20170908095401,Implantação,(  )
166,,113,551,U.B.S. CLARO CRUZ,00526-01,2462850,AV. JACY SARAIVA SANTOS SILVA,71,,CENTRO,65683000,(  ),(  ),,20220330131815,yago,20170908095401,Implantação,(  )
180,,113,560,U.B.S. AFONSO CORDEIRO,00551-01,7135645,DEP RAIMUNDO LEAL ,S/N,,CENTRO,65714000,(  ),(  ),,20220315135822,yago,20170908095401,Implantação,(  )
144,,113,541,HOSP. REG. ADELIA MATOS FONSECA,00104-01,2530236,HUMBERTO DE CAMPOS ,S/N,,CENTRO,65485000,(  ),(  ),,20220826080252,yago,20170908095401,Implantação,(  )
189,,113,568,HOSPITAL.M.P.V.C. BEZERRA,00330-01,2455463,FAIXA,S/N,,CENTRO,     ,(  ),(  ),,20221202075125,thalyta,20170908095401,Implantação,(  )
174,,113,559,U.B.S. MARACAÇUMÉ,00488-01,2455552,NOVA BETEL ,S/N,,MANGUEIRA,     ,(  ),(  ),,20241003160316,thaiane,20170908095401,Implantação,(  )
203,,113,579,U.B.S. SANTA RITA DE CASSIA,00730-01,6209688,JUSCELINO RESENDE,S/N,,CENTRO,     ,(  ),(  ),,20241107140554,thalyta,20170908095401,Implantação,(  )
157,,113,548,U.B.S. JAGUAR,00726-01,6237843,AV WENSCELAU FERREIRA DE MORAIS,S/N,,JAGUAR,65715000,(99)98419346,(  ),,20230510140106,thalyta,20170908095401,Implantação,(  )
161,,113,548,U.B.S. CAJUEIRO,00714-01,6237932,TRAV DA RUA UNIÃO,S/N,,CENTRO,65715000,(99)984407764,(  ),MARIASELMA7608@GMAIL.COM,20230510140500,thalyta,20170908095401,Implantação,(  )
160,,113,548,U.B.S. SERRA DOURADA,00727-01,2390450,RUA RUI BARBOSA,80,,SERRA DOURADA,65715000,(99)985009623,(  ),MARIAIZABELMELOLEMOS@GMAIL.COM,20230510140912,thalyta,20170908095401,Implantação,(  )
154,,113,548,U.B.S. CENTRO,00718-01,,RUA PRESIDENTE MEDICE SN,S/N,,RODOVIARIA,65715000,(99)981774455,(  ),RAQUELMOTA2021@GMAIL.COM,20230523160851,thalyta,20170908095401,Implantação,(  )
206,,113,580,C.SAUDE SAO CARLOS,00460-01,2464101,SANTO ANTONIO,1,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
207,,113,581,Paraibano-ESF.V.Apar,00599-01,7195648,JUSTINO VIEIRA,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
208,,113,581,SEC.MN. S. PARAIBANO,00583-01,7195648,JUSTINO VIEIRA,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
212,,113,583,SEMUS P. FRANCA,00699-01,7038801,PAZ ,9,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
214,,113,585,DEP.DE VIG.EPIDERMO,00564-01,2529920,DEMETRIO RIBEIRO,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
220,,113,590,HOSP SÃO SEBASTIAO,00409-01,2460726,UNIAO ,S/N,,PORTINHO,,,,,20170908095401,Implantação,20170908095401,Implantação,
221,,113,591,SEC-DE SAUDE,00539-01,7868197,BRASIL,S/N,,FILIPINHO,,,,,20170908095401,Implantação,20170908095401,Implantação,
225,,113,594,SEMUS-PIO XII,00034-01,7394152,JOA PAULO II,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
229,,113,598,CT.S.MARIZ.DE J.GONÃ,00663-01,2464225,CASTELO BRANCO,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
230,,113,598,UND.M.MARIZELIA,00436-01,9171169,CASTELO BRANCO,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
233,,113,601,CENTRO DE S.P.MEDICI,00522-01,2644436,COMERCIO ,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
236,,113,603,UND.M.EMILIA S.UCHOA,00561-01,2655969,PIO XII,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
237,,113,604,CENTRO S. V. NUNES,00482-01,2644185,16 DE OUTUBRO,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
217,,36,588,HOSP.MUNIC.PEDRO CUNHA MENDES,00467-01,2464268,PEDRO CUNHA MENDES,3270,,CENTRO,65206000,(  ),(  ),,20190219122604,hiago,20170908095401,Implantação,(  )
227,,113,596,AMB.MUN. PRES.MEDICI,00093-01,2530201,SÃO SEBASTIAO,5,,CENTRO,65740000,(  ),(  ),,20190221094119,hiago,20170908095401,Implantação,(  )
216,,113,587,U.B.S. DR.PEDRO BARROSO,00035-01,2457679,CIRO REGO ,77,,CENTRO,65725000,(  ),(  ),,20190221103425,hiago,20170908095401,Implantação,(  )
239,,113,606,HOSP. MUN. DE RIACHÃO,00231-01,2460955,COELHO PAREDE,100,,CENTRO,65990000,(  ),(  ),,20190221112540,hiago,20170908095401,Implantação,(  )
228,,113,597,HOSP/MAT.ADERSON MARINHO,00441-01,2307154,MARECHAL HERMES,S/N,,CENTRO,65970000,(  ),(  ),,20190222080839,hiago,20170908095401,Implantação,(  )
194,,139,571,U. B. SAUDE KRIKATI,00734-01,2531879,ALDEIA SÃO JOSÉ,S/N,,MA 280,65936000,(99)984033332,(  ),KAUANASOUSALIMA@GMAIL.COM,20190226110802,carliane,20170908095401,Implantação,(  )
197,,113,574,CENTRO DE SAUDE CANDIDA SILVA REGO,00519-01,2645424,JOSE SARNEY,S/N,,CENTRO,65808000,(  ),(  ),,20190325085715,carliane,20170908095401,Implantação,(  )
226,,113,595,U.B.S. PROF. BACELAR VIANA,00520-01,2645696,SATURINO BELO,S/N,,CENTRO,65495000,(  ),(  ),,20190325122814,hiago,20170908095401,Implantação,(  )
235,,113,602,U.B.S. RAIMUNDO BARROSO,00575-01,6760538,AV. PADRE LUIS RISSO,S/N,,CENTRO,65204000,(  ),(  ),,20190325130607,hiago,20170908095401,Implantação,(  )
223,,113,592,SEMUS DE PINDARÉ- MIRIM,00701-01,7170173,TRILHO,S/N,RES.LIDYANE SOUZA,CENTRO,65370000,(98)987049349,(  ),LIDY_RIBEIRO88@HOTMAIL.COM,20190612144543,carliane,20170908095401,Implantação,(  )
200,,113,577,UNIDADE MISTA DR JOSE MURAD,00633-01,2449323,SANTA LUZIA ,S/N,RES. CLEA NASCIMENTO,ANTONIO CAFÉ,65706000,(98)981426549,(  ),CILENEBELINHA@HOTMAIL.COM,20190612153957,carliane,20170908095401,Implantação,(  )
195,,113,572,CENTRO SANTA ANA,00666-01,2307278,DR PAULO RAMOS,S/N,,CENTRO,     ,(  ),(  ),,20200124105732,thalyta,20170908095401,Implantação,(  )
240,,113,607,SC.M.SAUDE R.FIQUENE,00477-01,7397631,PRINCIPAL,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
243,,113,609,UND MISTA BOM JESUS,00643-01,2646498,MANOEL PAZ SOBRINHO,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
253,,113,617,SEMUS SANTANA MARANHAO,00228-01,6549160,GOV ROSEANA SARNEY,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
255,,113,618,HOSP.MUNC.MONS.AMARO,00558-01,7651740,PALMEIRAS,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
215,,113,586,UNIDADE MISTA HOSPITALAR DR. CARLOS MACIEIRA,00470-01,2453347,DESEMBARGADOR SARNEY,S/N,RES.RAIMUNDA SALAZAR,CENTRO,65716000,(98)984884417,(  ),JACKSONCHAVES@HOTMAIL.COM,20090420023241,thalyta,20170908095401,Implantação,(  )
238,,113,605,C.S. DR RAFAEL,00305-01,6574572,PRINCIPAL,S/N,,INHAUMA,     ,(  ),(  ),,20210523085636,yago,20170908095401,Implantação,(  )
252,,113,617,C.S. SANTANA,00312-01,6390471,ROSEANA SARNEY,S/N,,CENTRO,     ,(  ),(  ),,20210523085725,yago,20170908095401,Implantação,(  )
199,,113,576,C.S. II N.OLINDA,00400-01,2646110,SESPE,S/N,,CENTRO,65274000,(  ),(  ),,20210523090640,yago,20170908095401,Implantação,(  )
210,,113,582,U.B.S. 1° DE MAIO,00670-01,,ARAIOSES,S/N,,CENTRO,     ,(  ),(  ),,20210601093201,yago,20170908095401,Implantação,(  )
209,,113,582,LAB DE AN CL 1° DE MAIO,00675-01,2454769,CAROLINA,66,,CENTRO,     ,(  ),(  ),,20210601093246,yago,20170908095401,Implantação,(  )
196,,113,573,U.B.S. DR° JOSE MARTINS,00030-01,6768105,MANOEL VICENTE,S/N,,CENTRO,65450000,(  ),(  ),,20220310144557,yago,20170908095401,Implantação,(  )
211,,113,583,HOSP. MUN. P. AFONSO COSTA,00628-01,2613751,10 DE NOVEMBRO,S/N,,CENTRO,     ,(  ),(  ),,20210826142909,yago,20170908095401,Implantação,(  )
213,,113,584,U.B.S. JOAQUIM GONCALO DE SOUSA,00201-01,2458454,AMELIA GONCALO DE SOUSA,S/N,,CENTRO,65870000,(  ),(  ),,20220110121031,yago,20170908095401,Implantação,(  )
256,,113,619,U.B.S. DR. ZERBINE,00431-01,2461234,IMPERIO,94,,CENTRO,     ,(  ),(  ),,20220117093134,yago,20170908095401,Implantação,(  )
219,,113,589,HOSP. MAT. INF. PENALVA,00614-01,6523587,COMERCIO ,S/N,,CENTRO,     ,(  ),(  ),,20220805103339,yago,20170908095401,Implantação,(  )
205,,113,579,U.B.S. VILA CAFETEIRA,00724-01,7238738,PAO DA VIDA,S/N,,CENTRO,     ,(  ),(  ),Brunaviana2612@gmail.com,20250320145446,thalyta,20170908095401,Implantação,(  )
247,,113,612,SEMUS SANTA INES,00043-01,6631231,21 DE AGOSTO,S/N,,CENTRO,65300000,(  ),(  ),,20220824111557,yago,20170908095401,Implantação,(  )
244,,113,610,U.B.S. DE SANTA FILOMENA,00750-01,7216033,ARISTON COSTA,S/N,,CENTRO,65763000,(  ),(  ),,20240506074912,yago,20170908095401,Implantação,(  )
257,,113,620,U.H.CASSYANA  S.MAGA,00540-01,8013659,25 DE MARCO,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
258,,113,621,HOSP.V.R.ARAGAO,00616-01,2460831,XV DE NOVEMBRO ,S/N,,SÃO JUDAS,,,,,20170908095401,Implantação,20170908095401,Implantação,
263,,113,625,SC.MNC.D/S.FELIX D/B,00641-01,2463946,GRANDE,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
266,,113,628,UND.M.JOSE M.JACINTO,00198-01,2460432,CRISTOVAO CAVALCANTE,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
272,,113,632,SEC. M.SAO J.PATOS,00091-01,6786723,FLORIANO PEIXOTO,153,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
250,,36,615,HOSPITAL/MATRENIDADE DR. ZECA MOREIRA,00202-01,2465655,HERMELINDA PEDROSA,S/N,,CENTRO,65540000,(98)988249002,(  ),CARLESSANDRACOUTO@HOTMAIL.COM,20190329085956,carliane,20170908095401,Implantação,(  )
274,,113,634,U.M SAO J.D.BASILIOS,00547-01,2457342,ODILON,S/N,,CENTRO,     ,(  ),(  ),,20190521085113,hiago,20170908095401,Implantação,(  )
251,,113,616,C. DE ESPECIALIDADE E IMUNIZACÃO,00161-01,7578563,TRAV. FERDINAN,S/N,,CENTRO,65145000,(98)991658911,(  ),,20190521090834,hiago,20170908095401,Implantação,(98)991692005
271,,113,632,HOSPITAL REGIONAL CELSO DA ROCHA SANTOS,00571-04,,JOAQUIM TAVORA,S/N,RES.WMAYVAN SOUSA,CAJAZEIRAS,65665000,(99)984411240,(  ),WMAYVAN20@HOTMAIL.COM,20190612144058,carliane,20170908095401,Implantação,(99)984431832
262,,113,624,HOSP.CARLOS MACIEIRA,00165-01,2461277,ARTUR VIEIRA,02,RES.MARY TEIXEIRA,CENTRO,65790000,(99)991747941,(  ),JANETH.B@HOTMAIL.COM,20190612161107,carliane,20170908095401,Implantação,(99)992271381
291,,113,635,CENTRO DE SAÚDE AMAR,00348-01,2308444,DEPUTADO LUIS ROCHA,24,,FIALHO,65010000,(  ),(  ),,20240426100832,thalyta,20170908095401,Implantação,(  )
284,,113,635,C.S. DR. JOSE DE RIBAMAR FRAZAO CORREA,00537-01,2698005,TANCREDO NEVES,S/N,,MARACANA,65010000,(  ),(  ),,20250226084148,thalyta,20170908095401,Implantação,(  )
300,,113,635,MAT. MARIA DO AMPARO,00079-01,2457776,ELGITHA BRANDAO,S/N,,ANIL,     ,(  ),(  ),,20210523083431,yago,20170908095401,Implantação,(  )
304,,113,635,U.M. COROADINHO,00110-01,2455773,VITORIA,S/N,,COROADINHO,65010000,(  ),(  ),,20220824083417,yago,20170908095401,Implantação,(  )
279,,113,635,HOSP. DA CRIANCA DR° ODORICO DE AMARAL MATOS ,00115-01,2458799,FRANCESES,S/N,,ALEMANHA,65010000,(  ),(  ),,20220824083614,yago,20170908095401,Implantação,(  )
289,,113,635,U.B.S. B. DE FATIMA,00114-01,7934815,ADEMAR DE BARROS,S/N,,FATIMA,65010000,(  ),(  ),,20220824083543,yago,20170908095401,Implantação,(  )
294,,113,635,CENTRO DE SAÚDE PEDRINHAS I,00692-01,2309262,BR 135 ,26,KM 12,Z. RURAL,65010000,(  ),(  ),,20240506085135,thalyta,20170908095401,Implantação,(  )
303,,113,635,U.B.S. TIBIRI,00346-01,2458780,SANTO ANTONIO,S/N,,TIBIRI,65010000,(  ),(  ),,20220824084032,yago,20170908095401,Implantação,(  )
286,,113,635,CENTRO DE SAÚDE YVES PARGA,00529-01,2456818,"Principal, BR 135, KM 18",S/N,,Vila Maranhão,65091242,(  ),(  ),,20231031143728,thalyta,20170908095401,Implantação,(  )
283,,113,635,CLÍNICA DA FAMÍLIA DO ANJO DA GUARDA,00109-01,2464624,PORTUGUESES,S/N,,ANJO DA GUARDA,65010000,(  ),(  ),,20250411085031,thalyta,20170908095401,Implantação,(  )
280,,113,635,U.B.S. ATO GUANARE,00569-01,3365816,VITORIA,S/N,,COROADINHO,     ,(  ),(  ),,20210523084323,yago,20170908095401,Implantação,(  )
293,,113,635,U.B.S. SÃO RAIMUNDO,00636-01,2309297,JOSE SARNEY,S/N,,MAURO FECURY,65010000,(  ),(  ),,20220824084957,yago,20170908095401,Implantação,(  )
281,,113,635,U.B.S. GENESIO REGO,00733-01,2698013,PADRE ANTONIO ,S/N,,COHAB ANIL,65010000,(  ),(  ),,20220824085119,yago,20170908095401,Implantação,(  )
270,,113,631,HOSP. MUN. DE SAO JOAO DO SOTER,00659-01,7215746,ESPERANCA,S/N,,CENTRO,65615000,(99)984051723,(  ),,20220830121743,yago,20170908095401,Implantação,(99)984131200
275,,113,635,MAT. BENEDITO LEITE COHAB,00737-01,2309254,JERONIMO ALBUQUERQUE,650,,COHAB ANIL III ,65051210,(  ),(  ),,20210523084551,yago,20170908095401,Implantação,(  )
267,,113,629,U.B.S. DR° BENEDITO CARVALHO,00515-01,2464500,R. DA ALEGRIA,S/N,,CENTRO,65385000,(98)985215235,(  ),,20210810085602,yago,20170908095401,Implantação,(  )
246,,113,611,U.B.S. ANTENOR ABREU,00411-01,2454327,DOM PEDRO II,S/N,,CENTRO,65208000,(  ),(  ),,20210810082718,yago,20170908095401,Implantação,(  )
268,,113,629,HOSP. MUN. SAO JOAO DO CARU,00660-01,2465108,BRILHANTE,75,,CENTRO,65385000,(  ),(  ),,20210810085746,yago,20170908095401,Implantação,(  )
261,,113,623,U.B.S. SAO JOSE,00492-01,7041691,ASSEMBLEIA,S/N,,CENTRO,65888000,(  ),(  ),,20210913142442,yago,20170908095401,Implantação,(  )
264,,113,626,U.B.S. SÃO FRANCISCO,00751-01,7271158,07 DE SETEMBRO,S/N,,CENTRO,     ,(  ),(  ),,20220111094331,yago,20170908095401,Implantação,(  )
265,,113,627,HOSP. MUNN. DR.LUIS G.MARTIN,00683-01,2457512,HERMES VIANA,S/N,,CENTRO,     ,(  ),(  ),,20220428083952,yago,20170908095401,Implantação,(  )
242,,113,609,U.B.S. BOM JESUS,00649-01,,MANOEL PAZ SOBRINHO,S/N,RES.TEREZA ARAGAO,CENTRO,65830000,(99)981609459,(  ),TEREZAMACHADO.ENF@GMAIL.COM,20220805102746,yago,20170908095401,Implantação,(  )
287,,113,635,U.B.S. JAILSON DE DEUS,00708-01,2645750,04 QD 101,S/N,,CIDADE OLIMPICA III,65010000,(  ),(  ),,20220824085058,yago,20170908095401,Implantação,(  )
298,,113,635,MAT. MATERNO INFANTIL,00074-01,2726653,SILVA JARDIM,215,,CENTRO,65010000,(  ),(  ),,20220824083057,yago,20170908095401,Implantação,(  )
277,,113,635,APAE,00062-01,2458322,GRANJA BARRETO ,S/N,,OITEIRO DA CRUZ,65010000,(  ),(  ),,20220824083025,yago,20170908095401,Implantação,(  )
297,,113,635,U.B.S. VILA EMBRATEL,00239-01,3376265,14,S/N,,VILA EMBRATEL,65010000,(  ),(  ),,20220824083944,yago,20170908095401,Implantação,(  )
254,,113,618,CENTRO DE SAÚDE MONSENHOR AMARO,00484-01,6580157 ,PALMEIRAS,S/N,,CENTRO,65195000,(99)999645152,(  ),,20231113095259,thalyta,20170908095401,Implantação,(99)988250740
282,,113,635,CENTRO DE SAÚDE DJALMA MARQUES,00141-01,,AV. 01,S/N,,MATOES TURU,65065680,(  ),(  ),,20250414081923,thalyta,20170908095401,Implantação,(  )
278,,113,635,C. S SALOMAO FIQUENE,00105-1,,AV. N.S. DE NAZARE,00,,COHATRAC II,65010000,(  ),(  ),SALOMAOFIQUENE1@GMAIL.COM,20240722101915,thalyta,20170908095401,Implantação,(  )
276,,113,635,C.S. ITAPERA,00107-01,2309440,PRINCIPAL,S/N,,ITAPERA,65010000,(  ),(  ),,20250103114713,thalyta,20170908095401,Implantação,(  )
307,,113,637,HOSP. M. SAO MATEUS,00393-01,2646544,RODOVIARIA,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
311,,113,639,HOSP E MAT PUBLICA,00598-01,7867581,ANTONIO FILISMINO,S/N,,TAVARES,,,,,20170908095401,Implantação,20170908095401,Implantação,
317,,113,645,UND.M.S.Ma.J.MACHADO,00149-01,7064268,CONEGO ADSON,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
321,,113,649,H.M.AUGUSTO S.MILHOM,00194-01,2655896,SÃO JOAO PARAIBANO,123,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
322,,113,649,SEC.MUNC.S. DO NORTE,00155-01,7502435,SÃO JOAO PARAIBANO,123,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
325,,113,652,H.M.V. ABDALLA,00524-01,2646625,URBANO SANTOS,808,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
332,,113,657,U.B.S. MUNICIPAL DE TURIACU,00613-01,6471293,JOAO ANASTACIO DOS SANTOS,S/N,,CENTRO,65278000,(98)984876825,(  ),,20190125132240,hiago,20170908095401,Implantação,(  )
312,,113,640,UNIDADE MISTA SÃO RAIMUNDO NONATO,00582-01,7137958,TENENTE ROSA,S/N,,CENTRO,     ,(  ),(  ),,20190215085744,hiago,20170908095401,Implantação,(  )
319,,113,647,U.B.S. SEDE II,00445-01,2614103,JUCAREIRAS,S/N,,CENTRO,65269000,(  ),(  ),,20190219123229,hiago,20170908095401,Implantação,(  )
314,,36,642,C.S. JULIA DE CASTRO,00550-01,2645416,JOAO CASTELO,S/N,,CENTRO,65758000,(  ),(  ),,20190221094004,hiago,20170908095401,Implantação,(  )
313,,113,641,U.B.S. MANOEL MORENO,00560-01,2463423,R. RAIMUNDO RENOVATO,S/N,,CENTRO,     ,(  ),(  ),,20190221105755,hiago,20170908095401,Implantação,(  )
331,,113,656,HOSP. DAS CLINICA,00697-01,6553567,15 DE NOVEMBRO,82,,CENTRO,65763000,(  ),(  ),,20190221113806,hiago,20170908095401,Implantação,(  )
334,,113,658,C S THIAGO M COSTA,00456-01,2464896,R. MACAUBA,S/N,,CENTRO,65276000,(  ),(  ),,20190320091620,hiago,20170908095401,Implantação,(  )
333,,113,658,C. DE S. SANTO ANTONIO,00688-01,3444651,SANTO ANTONIO,S/N,,CENTRO,     ,(  ),(  ),,20190320091709,hiago,20170908095401,Implantação,(  )
308,,113,637,PRONTO SOCORRO,00542-01,5122198,RODOVIARIA,S/N,,CENTRO,65470000,(  ),(  ),,20190325110146,hiago,20170908095401,Implantação,(  )
306,,113,636,CENTRO DE SAÚDE WILSON CURVINA,00499-01,2310813,JOAO PESSOA,S/N,RES.ALDAIR ARRUDA,CENTRO,65708000,(98)982477349,(  ),ALDAIR_UNIVER2012@HOTMAIL.COM,20190612152225,carliane,20170908095401,Implantação,(99)984590798
315,,113,643,CENTRO DE ESPECIALIDADE I ,00204-01,2450453,DOM PEDRO ,S/N,RES. ANDRESSA SOUZA,CENTRO,65220000,(98)991766713,(  ),DESSA2209.AS@GMAIL.COM,20190612154237,carliane,20170908095401,Implantação,(  )
338,,113,661,HOSP.BENITO M.SOUSA,00158-01,2459620,INDEPENDENCIA,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
340,,113,663,HOSP.M.N.S.DA PENHA,00627-01,2457571,PRESIDENTE MEDICI,S/N,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
343,,113,666,HOSP.MUNC.DE ZE DOCA,00422-01,2465469,OSVALDO CRUZ,465,,CENTRO,,,,,20170908095401,Implantação,20170908095401,Implantação,
29,,113,473,SOC MED. HOSP.C.REI,00080-01,2450151,COELHO NETO,596,,CENTRO,,,,diergo@mail.com,20170908095401,Implantação,20170908095401,Implantação,
309,,113,638,H.M.DE SÃOPEDRO DA ÁGUA BRANCA,00644-01,2646366,SESP,1,,CENTRO,65920000,(  ),(  ),,20250226174137,Admin,20170908095401,Implantação,(  )
295,,113,635,U.B.S. VILA SARNEY,00538-01,2645769,CANTINHO DO CEU,06,,MARACANA,65099110,(  ),(  ),,20220824084852,yago,20170908095401,Implantação,(  )
326,,113,653,HOSP. REG. ALARICO NUNES PACHEC,00645-01,2452782,LUIS FIRMINO SOUSA,2258,,SÃO BENEDITO,65630340,(86)988138406,(  ),GARDPAULA@GMAIL.COM,20220829113409,yago,20170908095401,Implantação,(86)988574704
341,,113,664,HOSP. KALIL MOISES SILVA,00092-01,2455706,CARLOS R FIGUEREDO,S/N,,CENTRO,     ,(  ),(  ),,20230704074650,yago,20170908095401,Implantação,(  )
290,,113,635,CENTRO DE SAÚDE PEDRINHAS II,00113-01,2456923,PAZ,S/N,,PEDRINHAS II,65099030,(  ),(  ),,20240109144356,thalyta,20170908095401,Implantação,(  )
335,,113,659,U.B.S. ROSA JARDIM,00443-01,2459949,SANTA ROSA DO JARDIM,S/N,,CENTRO,65580000,(  ),(  ),,20220407085957,yago,20170908095401,Implantação,(  )
330,,113,655,HOSP. MUN. JOAO ALBERTO,00509-01,6581609,COMERCIO ,S/N,,CENTRO,65378000,(  ),(  ),,20210810084537,yago,20170908095401,Implantação,(  )
323,,113,650,U.B.S. A.GUIMARAES,00700-01,2644304,AURELIANO SOUSA,S/N,,CENTRO,65668000,(99)35531124,(  ),,20211221111833,yago,20170908095401,Implantação,(  )
328,,113,654,U.B.S. JOSENIL B. NASCIMENTO,00637-01,2603950,SAO JOAQUIM,S/N,,CENTRO,65727000,(99)996469593,(  ),MARLYLEAL0412@GMAIL.COM,20231010151421,yago,20170908095401,Implantação,(  )
329,,113,654,U.B.S. JERUSALEM,00314-01,2310775,AV. SÃO MIGUEL,S/N,,JERUSALEM,65727000,(99)981052235,(  ),EUNICESOARESDACOSTADIAS@GMAIL.COM,20231010151234,yago,20170908095401,Implantação,(  )
310,,113,639,HOSP AMANCIO COUTINHO,00657-01,6603726,ANTONIO FELEMINO,509,,SETOR TAVARES,65978000,(  ),(  ),,20220118123717,yago,20170908095401,Implantação,(  )
316,,113,644,U.B.S. ROSEANA SARNEY,00601-01,2531828,HUMBERTO DE CAMPOS ,S/N,,CENTRO,65709000,(  ),(  ),,20220329080503,yago,20170908095401,Implantação,(  )
339,,113,662,U.B.S. VIANA,00332-01,2454432,JORGE DUALIB,S/N,,CENTRO,65215000,(  ),(  ),,20220329082008,yago,20170908095401,Implantação,(  )
